Mod:Item:MetaData, Localized Name
GalacticraftMars:tile.sludge, Bacterial Sludge
GalacticraftMars:tile.mars:0, Copper Ore
GalacticraftMars:tile.mars:1, Tin Ore
GalacticraftMars:tile.mars:2, Desh Ore
GalacticraftMars:tile.mars:3, Iron Ore
GalacticraftMars:tile.mars:4, Mars Cobblestone
GalacticraftMars:tile.mars:5, Mars Surface Rock
GalacticraftMars:tile.mars:6, Mars Sub-Surface Rock
GalacticraftMars:tile.mars:7, Mars Dungeon Brick
GalacticraftMars:tile.mars:8, Block of Desh
GalacticraftMars:tile.mars:9, Mars Stone
GalacticraftMars:tile.cavernVines, Cavernous Vines
GalacticraftMars:tile.slimelingEgg:0, Red Slimeling Egg
GalacticraftMars:tile.slimelingEgg:1, Blue Slimeling Egg
GalacticraftMars:tile.slimelingEgg:2, Yellow Slimeling Egg
GalacticraftMars:tile.creeperEgg, Creeper Egg
GalacticraftMars:tile.marsMachine:0, Terraformer
GalacticraftMars:tile.marsMachine:4, Cryogenic Chamber
GalacticraftMars:tile.marsMachine:8, Launch Controller
GalacticraftMars:tile.marsMachineT2:0, Gas Liquefier
GalacticraftMars:tile.marsMachineT2:4, Methane Synthesizer
GalacticraftMars:tile.marsMachineT2:8, Water Electrolyzer
GalacticraftMars:tile.marsCobblestoneStairs, Mars Cobblestone Stairs
GalacticraftMars:tile.marsDungeonBricksStairs, Mars Dungeon Brick Stairs
GalacticraftMars:tile.hydrogenPipe, Hydrogen Pipe
BuildCraft|Silicon:laserBlock, Laser
BuildCraft|Silicon:laserTableBlock:0, Assembly Table
BuildCraft|Silicon:laserTableBlock:1, Advanced Crafting Table
BuildCraft|Silicon:laserTableBlock:2, Integration Table
BuildCraft|Silicon:laserTableBlock:3, Charging Table
BuildCraft|Silicon:laserTableBlock:4, Programming Table
BuildCraft|Silicon:laserTableBlock:5, Stamping Table
BuildCraft|Silicon:packagerBlock, Recipe Packager
advgenerators:TurbineController, Gas Turbine Controller
advgenerators:HeatExchangerController, Heat Exchanger Controller
advgenerators:SteamTurbineController, Steam Turbine Controller
advgenerators:SyngasController, Syngas Producer Controller
advgenerators:EuOutputLV, LV Emitter
advgenerators:EuOutputMV, MV Emitter
advgenerators:EuOutputHV, HV Emitter
advgenerators:EuOutputEV, EV Emitter
advgenerators:RFOutput, Flux Generator
advgenerators:FluidInput, Fluid Intake Valve
advgenerators:FluidOutputSelect, Fluid Output Valve
advgenerators:ItemInput, Item Input Port
advgenerators:ItemOutput, Item Output Port
advgenerators:FuelTank, Fuel Tank
advgenerators:HeatingChamber, Heating Chamber
advgenerators:MixingChamber, Mixing Chamber
advgenerators:HeatExchanger, Heat Exchanger
advgenerators:Sensor, Sensor Module
advgenerators:Control, Redstone Control Module
advgenerators:EfficiencyUpgradeTier1, Fuel/Air Mixer
advgenerators:EfficiencyUpgradeTier2, Gas Mix Compressor
advgenerators:GasInput, Gas Intake Valve
advgenerators:syngas_flaming, tile.advgenerators.syngas_flaming.name
advgenerators:syngas, Syngas
GraviSuite:BlockRelocatorPortal, Unnamed Block, report to mod author.
HardcoreQuesting:item_barrel, Quest Delivery System
HardcoreQuesting:quest_tracker, Quest Tracking System
HardcoreQuesting:quest_portal, tile.hqm:quest_portal.name
immersiveintegration:extendablePost, Extendable Wooden Post
immersiveintegration:steelTrapdoor, Steel Trapdoor
immersiveintegration:steelDecoration:0, Coke Oven Wall
immersiveintegration:steelDecoration:1, Heated Coke Oven Wall
immersiveintegration:steelDecoration:2, Coke Oven Port
immersiveintegration:extendedPost, Wooden Post Extension
immersiveintegration:industrialCokeOven, Industrial Coke Oven
immersiveintegration:itemRobin, Item Robin
immersiveintegration:inductionCharger:0, LV Induction Charger
immersiveintegration:inductionCharger:1, MV Induction Charger
immersiveintegration:inductionCharger:2, HV Induction Charger
immersiveintegration:redstoneWireConnector, Redstone Wire Connector
immersiveintegration:meWireConnector, ME Wire Connector
immersiveintegration:meDenseWireConnector, ME Dense Wire Connector
immersiveintegration:meTransformer, ME Transformer
immersiveintegration:meDenseTransformer, ME Dense Transformer
immersiveintegration:aeDecoration:0, Fluix Wire Coil
immersiveintegration:aeDecoration:1, Dense Wire Coil
industrialupgrade:fluidNeutron, iu.fluidNeutron.name
industrialupgrade:fluidHelium, iu.fluidHelium.name
industrialupgrade:fluidbenz, iu.fluidbenz.name
industrialupgrade:fluiddizel, iu.fluiddizel.name
industrialupgrade:fluidneft, iu.fluidneft.name
industrialupgrade:fluidpolyeth, iu.fluidpolyeth.name
industrialupgrade:fluidpolyprop, iu.fluidpolyprop.name
industrialupgrade:fluidoxy, iu.fluidoxy.name
industrialupgrade:fluidhyd, iu.fluidhyd.name
industrialupgrade:toriyore:0, Thorium Ore
industrialupgrade:BlockSolarPanel:0, §8Advanced Solar Panel
industrialupgrade:BlockSolarPanel:1, §3Hybrid Solar Panel
industrialupgrade:BlockSolarPanel:2, §9Perfect Hybrid Solar Panel
industrialupgrade:BlockSolarPanel:3, §2Quantum Solar Panel
industrialupgrade:BlockSolarPanel:4, Spectral Solar Panel
industrialupgrade:BlockSolarPanel:5, §5Protonic Solar Panel
industrialupgrade:BlockSolarPanel:6, Singular Solar Panel
industrialupgrade:BlockSolarPanel:7, Light-Absorbing Solar Panel
industrialupgrade:BlockSolarPanel:8, Photonic Solar Panel
industrialupgrade:BlockSolarPanel:9, §9Neutron Solar Panel
industrialupgrade:BlockSolarPanel:10, §dBaryon Solar Panel
industrialupgrade:BlockSolarPanel:11, §dHadron Solar Panel
industrialupgrade:BlockSolarPanel:12, §dGraviton Solar Panel
industrialupgrade:BlockSolarPanel:13, §dQuark Solar Panel
industrialupgrade:BlockBaseMachine3:0, §9Combined Matter Generator
industrialupgrade:BlockBaseMachine3:1, Fishing Machine
industrialupgrade:BlockBaseMachine3:2, Analyzer
industrialupgrade:BlockBaseMachine3:3, Dyeing Machine
industrialupgrade:BlockBaseMachine3:4, Diesel Generator
industrialupgrade:BlockBaseMachine3:5, Gasoline Generator
industrialupgrade:BlockBaseMachine3:6, Improved Pump
industrialupgrade:BlockBaseMachine3:7, Advanced Pump
industrialupgrade:BlockBaseMachine3:8, Experience Storage
industrialupgrade:BlockBaseMachine3:9, Hydrogen Generator
industrialupgrade:BlockBaseMachine3:10, Obsidian Generator
industrialupgrade:BlockBaseMachine3:11, Chemical Plant
industrialupgrade:BlockBaseMachine3:12, Lava Generator
industrialupgrade:BlockBaseMachine3:13, Plastic Plate Machine
industrialupgrade:BlockBaseMachine3:14, Helium Generator
industrialupgrade:BlockBaseMachine3:15, Electrolyzer
industrialupgrade:BlockBaseMachine4:0, Automatic Turning Table
industrialupgrade:BlockBaseMachine4:1, Radiation Purifier
industrialupgrade:BlockBaseMachine4:2, Privatizer
industrialupgrade:BlockBaseMachine4:3, Wireless Adjuster
industrialupgrade:BlockBaseMachine4:4, Automatic Hunter
industrialupgrade:BlockBaseMachine4:5, Electric Heater
industrialupgrade:BlockBaseMachine4:6, Liquid Heater
industrialupgrade:doublemolecular:0, Advanced Molecular Transformer
industrialupgrade:BlockPreciousOre:0, Ruby Ore
industrialupgrade:BlockPreciousOre:1, Sapphire Ore
industrialupgrade:BlockPreciousOre:2, Topaz Ore
industrialupgrade:PreciousBlock:0, Block of Ruby
industrialupgrade:PreciousBlock:1, Block of Sapphire
industrialupgrade:PreciousBlock:2, Block of Topaz
industrialupgrade:NetherOre:0, Nether Michalov Ore
industrialupgrade:NetherOre:1, Nether Magnesium Ore
industrialupgrade:NetherOre:2, Nether Chromium Ore
industrialupgrade:NetherOre:3, Nether Platinum Ore
industrialupgrade:NetherOre:4, Nether Iridium Ore
industrialupgrade:NetherOre:5, Nether Tungsten Ore
industrialupgrade:NetherOre:6, Nether Spinel Ore
industrialupgrade:NetherOre:7, Nether Coal Ore
industrialupgrade:NetherOre:8, Nether Copper Ore
industrialupgrade:NetherOre:9, Nether Diamond Ore
industrialupgrade:NetherOre:10, Nether Emerald Ore
industrialupgrade:NetherOre:11, Nether Gold Ore
industrialupgrade:NetherOre:12, Nether Iron Ore
industrialupgrade:NetherOre:13, Nether Lapis Lazuli Ore
industrialupgrade:NetherOre:14, Nether Lead Ore
industrialupgrade:NetherOre:15, Nether Redstone Ore
industrialupgrade:EndOre:0, Ender Michalov Ore
industrialupgrade:EndOre:1, Ender Magnesium Ore
industrialupgrade:EndOre:2, Ender Chromium Ore
industrialupgrade:EndOre:3, Ender Platinum Ore
industrialupgrade:EndOre:4, Ender Iridium Ore
industrialupgrade:EndOre:5, Ender Tungsten Ore
industrialupgrade:EndOre:6, Ender Spinel Ore
industrialupgrade:EndOre:7, Ender Coal Ore
industrialupgrade:EndOre:8, Ender Copper Ore
industrialupgrade:EndOre:9, Ender Diamond Ore
industrialupgrade:EndOre:10, Ender Emerald Ore
industrialupgrade:EndOre:11, Ender Gold Ore
industrialupgrade:EndOre:12, Ender Iron Ore
industrialupgrade:EndOre:13, Ender Lapis Lazuli Ore
industrialupgrade:EndOre:14, Ender Lead Ore
industrialupgrade:EndOre:15, Ender Redstone Ore
industrialupgrade:netherore1:0, Nether Tin Ore
industrialupgrade:netherore1:1, Nether Uranium Ore
industrialupgrade:netherore1:2, Nether Aluminum Ore
industrialupgrade:netherore1:3, Nether Titanium Ore
industrialupgrade:netherore1:4, Nether Cobalt Ore
industrialupgrade:endore1:0, Ender Tin Ore
industrialupgrade:endore1:1, Ender Uranium Ore
industrialupgrade:endore1:2, Ender Aluminum Ore
industrialupgrade:endore1:3, Ender Titanium Ore
industrialupgrade:endore1:4, Ender Cobalt Ore
industrialupgrade:HeavyOre:0, Magnetite
industrialupgrade:HeavyOre:1, Calaverite
industrialupgrade:HeavyOre:2, Galena
industrialupgrade:HeavyOre:3, Nickelite
industrialupgrade:HeavyOre:4, Pyrite
industrialupgrade:HeavyOre:5, Quartzite
industrialupgrade:HeavyOre:6, Uranite
industrialupgrade:HeavyOre:7, Azurite
industrialupgrade:HeavyOre:8, Rhodonite
industrialupgrade:HeavyOre:9, Ahlfeldite
industrialupgrade:HeavyOre:10, Euxenite
industrialupgrade:HeavyOre:11, Smithsonite
industrialupgrade:Ore:0, Michalov Ore
industrialupgrade:Ore:1, Aluminum Ore
industrialupgrade:Ore:2, Vanadium Ore
industrialupgrade:Ore:3, Tungsten Ore
industrialupgrade:Ore:6, Cobalt Ore
industrialupgrade:Ore:7, Magnesium Ore
industrialupgrade:Ore:8, Nickel Ore
industrialupgrade:Ore:9, Platinum Ore
industrialupgrade:Ore:10, Titanium Ore
industrialupgrade:Ore:11, Chromium Ore
industrialupgrade:Ore:12, Spinel Ore
industrialupgrade:Ore:14, Silver Ore
industrialupgrade:Ore:15, Zinc Ore
industrialupgrade:baseore1:0, Manganese Ore
industrialupgrade:baseore1:1, Iridium Ore
industrialupgrade:baseore1:2, Germanium Ore
industrialupgrade:IUTransformer:0, UMV-Transformer
industrialupgrade:IUTransformer:1, UHV-Transformer
industrialupgrade:IUTransformer:2, UEV-Transformer
industrialupgrade:IUTransformer:3, UMH-Transformer
industrialupgrade:IUTransformer:4, UMEV-Transformer
industrialupgrade:IUTransformer:5, UHEV-Transformer
industrialupgrade:IUTransformer:6, HEEV-Transformer
industrialupgrade:RadiationOre:0, Americium Ore
industrialupgrade:RadiationOre:1, Neptunium Ore
industrialupgrade:RadiationOre:2, Curium Ore
industrialupgrade:AdvChamber:0, Improved Reactor Chamber
industrialupgrade:ImpChamber:0, Advanced Reactor Chamber
industrialupgrade:PerChamber:0, Perfect Reactor Chamber
industrialupgrade:IUBlock:0, Block of Michalov
industrialupgrade:IUBlock:1, Block of Aluminum
industrialupgrade:IUBlock:2, Block of Vanadium
industrialupgrade:IUBlock:3, Block of Tungsten
industrialupgrade:IUBlock:4, Block of Invar
industrialupgrade:IUBlock:5, Block of Caravky
industrialupgrade:IUBlock:6, Block of Cobalt
industrialupgrade:IUBlock:7, Block of Magnesium
industrialupgrade:IUBlock:8, Block of Nickel
industrialupgrade:IUBlock:9, Block of Platinum
industrialupgrade:IUBlock:10, Block of Titanium
industrialupgrade:IUBlock:11, Block of Chromium
industrialupgrade:IUBlock:12, Block of Spinel
industrialupgrade:IUBlock:13, Block of Electrum
industrialupgrade:IUBlock:14, Block of Silver
industrialupgrade:IUBlock:15, Block of Zinc
industrialupgrade:baseblock1:0, Block of Manganese
industrialupgrade:baseblock1:1, Block of Iridium
industrialupgrade:baseblock1:2, Block of Germanium
industrialupgrade:BlockSolidMatter:0, Air Solid Matter Generator
industrialupgrade:BlockSolidMatter:1, Water Solid Matter Generator
industrialupgrade:BlockSolidMatter:2, Earth Solid Matter Generator
industrialupgrade:BlockSolidMatter:3, Ender Solid Matter Generator
industrialupgrade:BlockSolidMatter:4, Solid Matter Generator
industrialupgrade:BlockSolidMatter:5, Nether Solid Matter Generator
industrialupgrade:BlockSolidMatter:6, Night Solid Matter Generator
industrialupgrade:BlockSolidMatter:7, Solar Solid Matter Generator
industrialupgrade:BlockConverterSolidMatter:0, Solid Matter Transformer
industrialupgrade:AlloysBlock:0, Block of Aluminum Bronze
industrialupgrade:AlloysBlock:1, Block of Alumel
industrialupgrade:AlloysBlock:2, Block of Red Brass
industrialupgrade:AlloysBlock:3, Block of Muntz Metal
industrialupgrade:AlloysBlock:4, Block of Nichrome
industrialupgrade:AlloysBlock:5, Block of Alclad
industrialupgrade:AlloysBlock:6, Block of Vanadium Aluminum
industrialupgrade:AlloysBlock:7, Block of Vitalium
industrialupgrade:AlloysBlock:8, Block of Duralumin
industrialupgrade:AlloysBlock:9, Block of Ferromanganese
industrialupgrade:BlockBaseMachine2:0, Improved Kinetic Generator
industrialupgrade:BlockBaseMachine2:1, Advanced Kinetic Generator
industrialupgrade:BlockBaseMachine2:2, Perfect Kinetic Generator
industrialupgrade:BlockBaseMachine2:3, Improved Alloy Manufacturer
industrialupgrade:BlockBaseMachine2:4, Improved Geothermal Generator
industrialupgrade:BlockBaseMachine2:5, Advanced Geothermal Generator
industrialupgrade:BlockBaseMachine2:6, Perfect Geothermal Generator
industrialupgrade:BlockBaseMachine2:7, Improved Nuclear Reactor
industrialupgrade:BlockBaseMachine2:8, Advanced Nuclear Reactor
industrialupgrade:BlockBaseMachine2:9, Perfect Nuclear Reactor
industrialupgrade:BlockBaseMachine2:10, Enrichment
industrialupgrade:BlockBaseMachine2:11, Nuclear Fusion Reactor
industrialupgrade:BlockBaseMachine2:12, Mineral Separator
industrialupgrade:BlockBaseMachine2:13, Wither Manufacturer
industrialupgrade:BlockBaseMachine2:14, Magnetic Catcher
industrialupgrade:BlockBaseMachine2:15, Magnetic Generator
industrialupgrade:machines:1, Improved Matter Generator
industrialupgrade:machines:2, Advanced Matter Generator
industrialupgrade:machines:3, Perfect Matter Generator
industrialupgrade:machines:4, Alloy Manufacturer
industrialupgrade:machines:5, §9Neutron Particle Generator
industrialupgrade:machines:6, Circuit Manufacturer
industrialupgrade:machines:7, Cobblestone Generator
industrialupgrade:machines:8, Quantum Quarry
industrialupgrade:machines:9, Module Handler
industrialupgrade:machines:10, Improved Generator
industrialupgrade:machines:11, Advanced Generator
industrialupgrade:machines:12, Perfect Generator
industrialupgrade:machines:13, Improved Quantum Quarry
industrialupgrade:machines:14, Advanced Quantum Quarry
industrialupgrade:machines:15, Perfect Quantum Quarry
industrialupgrade:impgenerator_se:0, Advanced Solar Energy Generator
industrialupgrade:advgenerator_se:0, Improved Solar Energy Generator
industrialupgrade:generator_se:0, Solar Energy Generator
industrialupgrade:molecular:0, Molecular Transformer
industrialupgrade:SunnariumMaker:0, Sunnarium Manufacturer
industrialupgrade:SunnariumPanelMaker:0, Sunnarium Plate Manufacturer
industrialupgrade:Aminpanel:0, §8Administrative Solar Panel
industrialupgrade:electricblock:0, §eImproved MFSU
industrialupgrade:electricblock:0, §eImproved MFSU
industrialupgrade:electricblock:1, §bAdvanced MFSU
industrialupgrade:electricblock:1, §bAdvanced MFSU
industrialupgrade:electricblock:2, BatBox
industrialupgrade:electricblock:2, BatBox
industrialupgrade:electricblock:3, MFE
industrialupgrade:electricblock:3, MFE
industrialupgrade:electricblock:4, MFSU
industrialupgrade:electricblock:4, MFSU
industrialupgrade:electricblock:5, CESU
industrialupgrade:electricblock:5, CESU
industrialupgrade:electricblock:6, Perfect MFSU
industrialupgrade:electricblock:6, Perfect MFSU
industrialupgrade:electricblock:7, Baryon MFSU
industrialupgrade:electricblock:7, Baryon MFSU
industrialupgrade:electricblock:8, Hadron MFSU
industrialupgrade:electricblock:8, Hadron MFSU
industrialupgrade:electricblock:9, Graviton MFSU
industrialupgrade:electricblock:9, Graviton MFSU
industrialupgrade:electricblock:10, Quark MFSU
industrialupgrade:electricblock:10, Quark MFSU
industrialupgrade:BlockChargepad:0, Charge Pad (Improved MFSU)
industrialupgrade:BlockChargepad:0, Charge Pad (Improved MFSU)
industrialupgrade:BlockChargepad:1, Charge Pad (Advanced MFSU)
industrialupgrade:BlockChargepad:1, Charge Pad (Advanced MFSU)
industrialupgrade:BlockChargepad:2, Charge Pad (BatBox)
industrialupgrade:BlockChargepad:2, Charge Pad (BatBox)
industrialupgrade:BlockChargepad:3, Charge Pad (CESU)
industrialupgrade:BlockChargepad:3, Charge Pad (CESU)
industrialupgrade:BlockChargepad:4, Charge Pad (MFE)
industrialupgrade:BlockChargepad:4, Charge Pad (MFE)
industrialupgrade:BlockChargepad:5, Charge Pad (MFSU)
industrialupgrade:BlockChargepad:5, Charge Pad (MFSU)
industrialupgrade:BlockChargepad:6, Charge Pad (Perfect MFSU)
industrialupgrade:BlockChargepad:6, Charge Pad (Perfect MFSU)
industrialupgrade:BlockChargepad:7, Charge Pad (Baryon MFSU)
industrialupgrade:BlockChargepad:7, Charge Pad (Baryon MFSU)
industrialupgrade:BlockChargepad:8, Charge Pad (Hadron MFSU)
industrialupgrade:BlockChargepad:8, Charge Pad (Hadron MFSU)
industrialupgrade:BlockChargepad:9, Charge Pad (Graviton MFSU)
industrialupgrade:BlockChargepad:9, Charge Pad (Graviton MFSU)
industrialupgrade:BlockChargepad:10, Charge Pad (Quark MFSU)
industrialupgrade:BlockChargepad:10, Charge Pad (Quark MFSU)
industrialupgrade:BlockSintezator:0, Panel Combiner
industrialupgrade:machines_base:0, Improved Macerator
industrialupgrade:machines_base:1, Advanced Macerator
industrialupgrade:machines_base:2, Perfect Macerator
industrialupgrade:machines_base:3, Improved Compressor
industrialupgrade:machines_base:4, Advanced Compressor
industrialupgrade:machines_base:5, Perfect Compressor
industrialupgrade:machines_base:6, Improved Electric Furnace
industrialupgrade:machines_base:7, Advanced Electric Furnace
industrialupgrade:machines_base:8, Perfect Electric Furnace
industrialupgrade:machines_base:9, Improved Extractor
industrialupgrade:machines_base:10, Advanced Extractor
industrialupgrade:machines_base:11, Perfect Extractor
industrialupgrade:machines_base:12, Improved Metal Former
industrialupgrade:machines_base:13, Advanced Metal Former
industrialupgrade:machines_base:14, Perfect Metal Former
industrialupgrade:machines_base1:0, Improved Recycler
industrialupgrade:machines_base1:1, Advanced Recycler
industrialupgrade:machines_base1:2, Perfect Recycler
industrialupgrade:machines_base1:3, Improved Combined Recycler
industrialupgrade:machines_base1:4, Advanced Combined Recycler
industrialupgrade:machines_base1:5, Perfect Combined Recycler
industrialupgrade:machines_base1:6, Combined Macerator
industrialupgrade:machines_base1:7, Improved Combined Macerator
industrialupgrade:machines_base1:8, Advanced Combined Macerator
industrialupgrade:machines_base1:9, Perfect Combined Macerator
industrialupgrade:machines_base2:0, Rolling Machine
industrialupgrade:machines_base2:1, Improved Rolling Machine
industrialupgrade:machines_base2:2, Advanced Rolling Machine
industrialupgrade:machines_base2:3, Perfect Rolling Machine
industrialupgrade:machines_base2:4, Extruder
industrialupgrade:machines_base2:5, Improved Extruder
industrialupgrade:machines_base2:6, Advanced Extruder
industrialupgrade:machines_base2:7, Perfect Extruder
industrialupgrade:machines_base2:8, Cutting Machine
industrialupgrade:machines_base2:9, Improved Cutting Machine
industrialupgrade:machines_base2:10, Advanced Cutting Machine
industrialupgrade:machines_base2:11, Perfect Cutting Machine
industrialupgrade:machines_base3:0, Autonomous Farm
industrialupgrade:machines_base3:1, Improved Autonomous Farm
industrialupgrade:machines_base3:2, Advanced Autonomous Farm
industrialupgrade:machines_base3:3, Perfect Autonomous Farm
industrialupgrade:machines_base3:4, Scrap Assembler
industrialupgrade:machines_base3:5, Improved Scrap Assembler
industrialupgrade:machines_base3:6, Advanced Scrap Assembler
industrialupgrade:machines_base3:7, Perfect Scrap Assembler
industrialupgrade:BlockUpgrade:0, Modification Station
industrialupgrade:blockCable, null.name
